region,geo_type,geo_id,sex,race,year,999
6W,2,all_subregion,0,0,2011,44697
6W,2,all_subregion,0,0,2012,44156
6W,2,all_subregion,0,0,2013,43775
6W,2,all_subregion,0,0,2014,43508
6W,2,all_subregion,0,0,2015,43156
6W,2,all_subregion,0,0,2016,43110
6W,2,all_subregion,0,0,2017,42905
6W,2,all_subregion,0,0,2018,42711
6W,2,all_subregion,0,0,2019,42229
6W,2,all_subregion,0,0,2020,41913
6W,2,all_subregion,0,0,2021,41590
6W,2,all_subregion,0,0,2022,41259
6W,2,all_subregion,0,0,2023,40919
6W,2,all_subregion,0,0,2024,40571
6W,2,all_subregion,0,0,2025,40214
6W,2,all_subregion,0,0,2026,39850
6W,2,all_subregion,0,0,2027,39476
6W,2,all_subregion,0,0,2028,39093
6W,2,all_subregion,0,0,2029,38702
6W,2,all_subregion,0,0,2030,38301
6W,2,all_subregion,0,0,2031,37892
6W,2,all_subregion,0,0,2032,37473
6W,2,all_subregion,0,0,2033,37047
6W,2,all_subregion,0,0,2034,36612
6W,2,all_subregion,0,0,2035,36170
6W,2,all_subregion,0,0,2036,35720
6W,2,all_subregion,0,0,2037,35264
6W,2,all_subregion,0,0,2038,34802
6W,2,all_subregion,0,0,2039,34335
6W,2,all_subregion,0,0,2040,33862
6W,2,all_subregion,0,0,2041,33385
6W,2,all_subregion,0,0,2042,32904
6W,2,all_subregion,0,0,2043,32420
6W,2,all_subregion,0,0,2044,31932
6W,2,all_subregion,0,0,2045,31443
6W,2,all_subregion,0,0,2046,30952
6W,2,all_subregion,0,0,2047,30459
6W,2,all_subregion,0,0,2048,29966
6W,2,all_subregion,0,0,2049,29473
6W,2,all_subregion,0,0,2050,28979
6W,2,all_subregion,0,0,2051,28486
6W,2,all_subregion,0,0,2052,27993
6W,2,all_subregion,0,0,2053,27501
6W,2,all_subregion,0,0,2054,27009
6W,2,all_subregion,0,0,2055,26519
6W,2,all_subregion,0,0,2056,26030
6W,2,all_subregion,0,0,2057,25541
6W,2,all_subregion,0,0,2058,25054
6W,2,all_subregion,0,0,2059,24568
6W,2,all_subregion,0,0,2060,24083
7E,2,all_subregion,0,0,2010,163769
7E,2,all_subregion,0,0,2011,163626
7E,2,all_subregion,0,0,2012,162405
7E,2,all_subregion,0,0,2013,162454
7E,2,all_subregion,0,0,2014,162675
7E,2,all_subregion,0,0,2015,162800
7E,2,all_subregion,0,0,2016,163708
7E,2,all_subregion,0,0,2017,165912
7E,2,all_subregion,0,0,2018,167717
7E,2,all_subregion,0,0,2019,166194
7E,2,all_subregion,0,0,2020,166590
7E,2,all_subregion,0,0,2021,166964
7E,2,all_subregion,0,0,2022,167314
7E,2,all_subregion,0,0,2023,167637
7E,2,all_subregion,0,0,2024,167932
7E,2,all_subregion,0,0,2025,168197
7E,2,all_subregion,0,0,2026,168435
7E,2,all_subregion,0,0,2027,168640
7E,2,all_subregion,0,0,2028,168812
7E,2,all_subregion,0,0,2029,168949
7E,2,all_subregion,0,0,2030,169049
